Ropeway Station	ロープウェイ乗り場
What's gonna happen to her!?”	マリンはどうなるんだ！」
Dyne	ダイン
“…Think about it…BARRET…	「……考えてみろ……BARRET……
How old was Marlene back then?”	あのときマリンはいくつだった……？」
Dyne	ダイン
“Even if I did go see her…	「いまさら……
she wouldn't even know me…”	いまさら俺が出ていったところで
	あの子には……わかるはずもない……」
Dyne	ダイン
“And what's more…BARRET…”	「それにな……BARRET……」
Dyne	ダイン
“My hands are too stained	「マリンを抱いてやるには
to carry her anymore…”	俺の手は……
	少々汚れすぎちまったのさ……」
BARRET	BARRET
“…”	「……」
Dyne	ダイン
“BARRET…”	「BARRET…」
Dyne	ダイン
“Give that pendant to Marlene…	「そのペンダントをマリンに…
It was…Eleanor's…	エレ…ノアの……
my wife's…a memento…”	女房の……かたみ……」
BARRET	BARRET
“All right…”	「わかった……」
Dyne	ダイン
“…so…Marlene's…	「……そうか……マリンが……
already…4…”	もう……４つ…か……」
BARRET	BARRET
“Dyne…?”	「ダイン……？」
Dyne	ダイン
“BARRET…	「BARRET……
Don't…you…	マリンを……
…Don't ever make her…cry…”	……泣かせる…な…よ……」
BARRET	BARRET
“Dyne!”	「ダイン！」
BARRET	BARRET
“Dy------ne!!”	「ダイーーーン！！」
BARRET	BARRET
“…Dyne.	「……ダイン。
Me an' you were the same…”	おまえと同じなんだ……」
BARRET	BARRET
“My hands ain't any cleaner…	「オレだって……オレの手だって……
I shouldn't carry Marlene either…”	汚れちまってる……」
BARRET	BARRET
“Uuuurrrrrrgh!!!”	「うおぉぉーーーー！！！」
Mr.Coates	コーツ
“You want somethin'?”	「何か用か？」
BARRET	BARRET
“I want to go up.”	「上へ行きてえ」
Mr.Coates	コーツ
“Like I told you before, you gotta get	「だからよ、ボスの許可をとって
the boss's permission, then win the Chocobo…”	チョコボレースに……」
BARRET	BARRET
“Dyne's got his reasons	「ダインはワケがあって
an' can't speak.”	話ができなくなった」
BARRET	BARRET
“So, I got this, instead.”	「そのかわり、これをもらってきたぜ」
Mr.Coates	コーツ
“Yeah, bull--!!”	「ゲッ……」
Mr.Coates	コーツ
“R, right.”	「わ、わかったよ」
Mr.Coates	コーツ
“Did you kill Dyne?”	「……ダインをやったのか？」
Mr.Coates	コーツ
“You must've.	「いや、そうなんだろうな。
Or you'd never be holding that thing.”	そんなもの持ってるんだからな」
“…So Dyne's dead…	「そうか……ダインが死んだか
Maybe now,	これで、ここも少しは
the place'll calm down a little.”	落ちついた土地になるぜ」
Mr.Coates	コーツ
“Dyne didn't	「なにしろダインは
care who anyone was…”	だれかれかまわず……」
BARRET	BARRET
“The hell do YOU know!!”	「てめえに何がわかるってんだ！！」
Mr.Coates	コーツ
“R…ight!	「わわわ、わかった！
I mean, no, I DON'T know anything.	いや、なんにもわかってないです。
S…sorry.”	す、すいません」
CLOUD	CLOUD
“Then, will you	「それじゃあ、ここから
get us outta here?”	出してもらおうか？」
Mr.Coates	コーツ
“Huh? Oh man,	「ん？　あんたたち
you guys are mistaken.”	なんか、かんちがいしてないか？」
Mr.Coates	コーツ
“I already told you,	「前に、少し言ったと思うが
there's only one way to get outta here.”	ここからでる手段は、ただひとつ」
Mr.Coates	コーツ
“That's to win the Chocobo Race	「ゴールドソーサーで行なわれている
and that's held up there, in the Gold Saucer.”	チョコボレースで優勝するしかねぇ」
Mr.Coates	コーツ
“And, only one racer can go up at a time.”	「それに、一度に上に
	行けるレーサーはたった１人だ」
BARRET	BARRET
“Say what!?”	「なんだと！」
Mr.Coates	コーツ
“Noooo!	「だーーっ！
Really, even if you threaten me!!”	いくら、おどしてもダメだ！！」
“A rule's a rule. I can't change it.”	「このルールだけは
	変えるわけにはいかねぇ」
“If I do, the whole system down	「ここの規律が
here'll get messed up!!	メチャクチャになっちまう！！
An' I can't do that!”	これは、ゆずれねぇ！」
Mr.Coates	コーツ
“OK, OK, I'll let one go up there.	「ひ、１人は上に送ってやる。
After that, he's gotta deal with Dio.”	後は、そいつがディオと
	取り引きするなり、なんなりしな」
BARRET	BARRET
“Alright then.”	「ちっ！　しょうがねぇ」
BARRET	BARRET
“CLOUD, you go.”	「CLOUD、おまえ行ってこい」
BARRET	BARRET
“We'll wait down here.”	「オレたちは、下でまってるからよ」
“Hurry up an' win that Chocobo Race,	「さっさと、チョコボレースとかいうのに
an' get us outta here!”	勝って、こっちもなんとかしろ！」
RED XIII	RED XIII
“You're right. CLOUD should do it.”	「そうだな、CLOUDが
	適任だろう」
AERIS	AERIS
“Yes, good luck, CLOUD.”	「うん、CLOUD
	がんばってね」
TIFA	TIFA
“Right, CLOUD.	「そうね、CLOUD
We'll be waiting and rooting for you.”	私たち待ってるから
	たのむわよ」
YUFFIE	YUFFIE
“Well, CLOUD	「じゃ、CLOUD
go get 'em!”	たのんだよ」
CAIT SITH	CAIT SITH
“OK CLOUD,	「ほんな、CLOUDさん
knock 'em dead!”	ガンバッテなぁ～」
Mr.Coates	コーツ
“Have you decided?”	「は、話は、まとまったか？」
Mr.Coates	コーツ
“All you need now is a manager…”	「じゃあ、あとはマネージャーか」
“To register and get a Chocobo…”	「チョコボレースの登録や
	ちょうたつをする役目なんだが……」
“Hi. I happened to hear your story.”	「は～い、話、聞かせてもらっちゃった」
Mr.Coates	コーツ
“Ester?”	「エストか？」
Ester	エスト
“I'll be your manager.”	「あたしがマネージャーやるわ」
Mr.Coates	コーツ
“Well, I have nothing against it, but…”	「まぁ、もんくはねぇが……」
Mr.Coates	コーツ
“This is Ester. She may look kinda funny…”	「こいつはエスト。　見た目は変だろ？」
“But there's no better manager in the races…”	「でも、チョコボレースのマネージメントで
	右に出るやつはいねぇ」
Ester	エスト
“That's so rude…”	「しっつれいな言い方ね」
Ester	エスト
“Yeah, well.	「まぁ、いいわ。
Nice to meet you, CLOUD.”	よろしくCLOUDさん」
Mr.Coates	コーツ
“All right then, CLOUD.”	「よし、CLOUDさんとやら」
“I'll send you up the elevator.	「柱のエレベーターから上に送ってやる。
Ester'll fill you in on the details.”	くわしいことはエストから聞きな」
Ester	エスト
“Hmm, so that's what happened.	「そう、そんなことがあったの
I'll talk to Dio directly.	わかったわ、ディオ園長には
	私から話をしておくわ」
“You just concentrate on the race.”	「あなたは、取りあえず
	レースに集中して」
“Oh yeah, getting back to the other thing,	「そうそう、さっきの話の続きだけど
there are many different	チョコボレーサーには
types of Chocobo jockeys.	いろんな人がいるの。犯罪者だけの
It's not only for criminals.”	レースってわけじゃないのよ」
“Some people compete for the fame,	「名声のために戦い続けている人
some people compete for the money,	お金のために戦う人
some only for glory…	レースにのみ生き場所を感じている人…
And then there're people like you.”	あなた、みたいな人をふくめてね」
“Oh yeah,	「あっ、そうだ
I'll teach you how to	チョコボの騎乗方法
ride a Chocobo.”	教えておくわね」
All right	ああ
Not interested	興味ない
Ester	エスト
“Ummm…	「え～と
First use [ASSIST]	まず『ＳＥＬＥＣＴ』ボタンで
to choose either AUTO or MANUAL.”	オートとマニュアルを切り替えるの」
“This lets you control the Chocobo	「簡単に言うと、自分で命令するか
yourself or lets it run on its own.”	チョコボの好きに走らせるかね」
“But it's pretty hard to make the	「でも、自分の思うとおりには
Chocobo run the way you want it to.	中々走らせられないわよ。
If the Chocobo doesn't like you,	チョコボとの仲が良くないと
it won't listen.”	言うことを聞いてくれないから」
“Then, you're stuck…”	「こればっかりは
	今回はしょうがないわね」
“But, most of the Chocobos	「けど、私の用意するチョコボは
I have are mellow	おとなしい子が多いから
and you should be able to	けっこう、うまくやれると思うわ」
handle them.”	
“When you're riding,	「それから、自分で命令してる時に
use [SWITCH] to Speed Up	□ボタンでスピードアップ
and [CANCEL] to Slow Down.”	×ボタンでスピードダウン」
“But, if you go faster than	「ただし、チョコボが本来持っている
the Chocobo can handle, it will	能力以上のスピードをだすと
quickly lose its stamina.”	どんどんスタミナが減ってくの」
“Use the Directional button to	「それと方向キーの左右でチョコボを左右に
move the Chocobo left and right,	○ボタンでムチを入れて
use [OK]	いっきにスピードを上げられるわ」
to get a boost of speed.”	
“But this makes your stamina	「もちろんスタミナの消費は
run out faster.”	激しくなるけどね」
“Some Chocobos are bad-tempered	「あと、気性の悪いチョコボは
and can't pace themselves.	自分のペースがわからなくて
They'll lose their	すぐスタミナを使いきっちゃうの」
stamina quickly.”	
“Those Chocobos should be	「そういうチョコボは、すぐに
set on Manual	マニュアル（自分で動かす）操作にして
to slow them down.”	スピードを落としてやるといいわ」
“Finally, some advice	「最後にね、セッカチな人に
for the restless. Once	おすすめなんだけど
the first and second Chocobo	１、２着のチョコボがゴールした後に」
cross the goal line,”	
“push [START]	「『ＳＴＡＲＴ』ボタンを押すと
to end the race.”	途中でレースを見るのをやめることが
	できるわ」
Waiting Room	ひかえ室
	
Man	男
“You new?”	「新入りかい？」
Ester	エスト
“Hi, Joe.”	「こんにちは、ジョー」
Joe	ジョー
“Hey, Ester	「やぁ、エスト
you're looking pretty as usual.”	今日も美しいね」
Ester	エスト
“Thanks.”	「ふふ、ありがと」
Ester	エスト
“Let me introduce you,	「しょうかいするわ、CLOUD」
CLOUD.”	
“This is Joe, one of	「彼はジョー、現役チョコボレーサーの
the top Chocobo Jockeys.”	トップをいく人よ」
Joe	ジョー
“Nice to meet you,	「以後お見知りおきを
CLOUD.”	CLOUD君」
Joe	ジョー
“If you're with Ester, then…”	「しかし、エストがじかに
	ついているということは……」
Ester	エスト
“Right! He's an up and coming jockey.”	「そ！　期待の新人ってところかしら」
“He'd only been down there a day and	「なんてったって、下に来て
already he made it up here!!”	たった１日でここにいるんだから！！」
“What!?”	『なに！！』
Joe	ジョー
“Oh, I see…”	「なるほどな……」
Joe	ジョー
“So why did you get put down?”	「いったい、下で何をした？」
“Sorry…we're not supposed	「いや……ここで過去を聞くのは
to ask about the past here.”	タブーだったな…」
Joe	ジョー
“Hmm.”	「フッ」
Joe	ジョー
“Pretty interesting…	「おもしろいよ……
I have a feeling that we'll meet again.”	君とはまた、会えそうな気がする」
Joe	ジョー
“Then, until we meet again,	「では、また会おう、CLOUD君」
CLOUD.”	
Ester	エスト
“I'm going to check on the Chocobo.	「じゃあ私は
You just wait here for a while.”	チョコボの手配をしてくるわ。
	しばらくここで待っててね」
Ester	エスト
“I'll be right back.”	「すぐ、もどってくるから」
“……”	「………」
“I got nothing to say.”	「話すことはねぇ」
“Don't get cocky.	「あんまし、いい気に
Skills don't matter once	なるんじゃねぇぞ。
you get in the race…”	腕っぷしなんてレースになりゃあ
	関係ねぇからな」
“The race will start	「まもなく、レースがスタートします
in a few moments.	次のレースに出場の
Will the jockeys for the next race	チョコボレーサーは
please proceed to the paddock.”	パドックまでおこしください」
“I repeat…”	「くりかえします……」
Ester	エスト
“CLOUD.”	「CLOUD」
Ester	エスト
“Thanks for waiting.	「はい、おまたせ
I registered you	CLOUDも次のレースに
in the next race.”	登録しておいたわ」
Ester	エスト
“This is a Chocobo I prepared myself.	「まぁ、私が用意したチョコボ
He should do well.”	なんだから、簡単には負けないわよ」
Ester	エスト
“So…	「そうそう
Remember how to ride?”	もう一度、乗り方を聞いておく？」
Uh, how was it again?	そうだな
Yeah, I got it	いや、いい
Ester	エスト
“Then, good luck.”	「それじゃあ、がんばってきてね」
Ester	エスト
“Let's see	「え～と
First use [ASSIST]	まず『ＳＥＬＥＣＴ』ボタンで
to choose either AUTO or MANUAL.”	オートとマニュアルを切り替えるの」
“This lets you control the Chocobo	「簡単に言うと、自分で命令するか
yourself or let it run on its own.”	チョコボの好きに走らせるかね」
“But it's pretty hard to make the	「でも、自分の思うとおりには
Chocobo run the way you want it to.	なかなか走らせられないわよ。
If the Chocobo doesn't like you,	チョコボとの仲が良くないと
it won't listen.”	言うことを聞いてくれないから」
“Then, you're stuck…”	「こればっかりは
	今回はしょうがないわね」
“But, most of the Chocobos	「けど、私の用意するチョコボは
I have are mellow	おとなしい子が多いから
and you should be able to	けっこう、うまくやれると思うわ」
handle them.”	
Ester	エスト
“When you're riding,	「それから、自分で命令してる時に
use [SWITCH] to Speed Up	□ボタンでスピードアップ
and [CANCEL] to Slow Down.”	×ボタンでスピードダウン」
Ester	エスト
“If you go faster than the	「ただし、チョコボが本来持っている
Chocobo can handle, it'll	能力以上のスピードをだすと
quickly lose its stamina.”	どんどんスタミナが減ってくの」
Ester	エスト
“Use the Directional buttons to	「それと方向キーの左右でチョコボを左右に
move the Chocobo left and right.	○ボタンでムチを入れて
Use [OK]	いっきにスピードを上げられるわ」
to get a boost of speed.”	
“But this makes your stamina	「もちろんスタミナの消費は
run out faster.”	激しくなるけどね」
Ester	エスト
“Some Chocobos are bad-tempered	「あと、気性の悪いチョコボは
and can't pace themselves.	自分のペースがわからなくて
They'll lose their	すぐスタミナを使いきっちゃうの」
stamina quickly.”	
“Those Chocobos should be	「そういうチョコボは、すぐに
set on Manual	マニュアル（自分で動かす）操作にして
to slow them down.”	スピードを落としてやるといいわ」
“Finally, some advice	「最後にね、セッカチな人に
for the restless, once	おすすめなんだけど
the first and second Chocobo	１、２着のチョコボがゴールした後に」
cross the goal line,”	
“Push [START]	「『ＳＴＡＲＴ』ボタンを押すと
to end the race.”	途中でレースを見るのをやめることが
	できるのよ」
Ester	エスト
“Too bad.”	「残念だったわね」
Ester	エスト
“You were so close.”	「もうチョットだったんだけどね」
Ester	エスト
“I expected more from you.”	「もう少し期待したんだけどな」
Ester	エスト
“That was a tough break.”	「けど、内容が悪すぎるわ」
Ester	エスト
“Let me find a better Chocobo for you.	「じゃあ、もう少しいいチョコボを
	探してくるわ。
Wait here for a while, OK?”	しばらく待っててね」
Ester	エスト
“If you couldn't win	「けど
with that last Chocobo…”	さっきのチョコボで
	勝てないとなると…」
Ester	エスト
“All right, I'll go get	「わかったわ、もう最っ高のチョコボを
the best Chocobo there is!”	探してくるわ」
Ester	エスト
“You gotta be kidding me!?	「うそでしょ！？
There aren't any other	今のチョコボ以上なんて
Chocobos better than the last one!”	もう、いないわよ」
Ester	エスト
“Well, if you really want to win,	「もう、本当に勝ちたいのなら
just push [ASSIST]	『ＳＥＬＥＣＴ』ボタンで
and try the 'AUTO' mode.”	オートモードにして走ってみてよ」
Ester	エスト
“Congratulations!!	「おめでとう！！
Now you're home free!”	これで晴れて自由の身よ」
Ester	エスト
“Oh yeah,	「あっ、そうだ
the owner told me to give this	これ園長から手紙
letter to you if you won.”	勝ったら渡すようにって」
Dio	ディオ
“Boy, if you're reading this letter,	「少年なら自らの力で、勝利を手にいれ
then you must've won.	この手紙を読んでくれていると
I know you earned it.”	信じている」
“I heard about Dyne from Ester.	「ダインのことはエスト君から聞いた。
Now that you won, I'm granting	少年が勝つことができたなら
you and your friends a full	私の権限で、君の仲間の自由も約束しよう」
pardon, and setting you all free.”	
“And by way of apology,	「それと、おわびと言っては
I have a little gift for you	なんだが、プレゼントを用意した。
to use on your journey.”	旅のやくにたててくれたまえ」
“Sorry I couldn't be there to tell you this	「これでも、多忙な身の上。
in person, but I'm a very busy man.	手紙という形でしつれいした。
Sincerely,	では
Dio”	ディオちゃん　より」
CLOUD	CLOUD
“A gift?”	「プレゼント？」
AERIS	AERIS
“CLOUD, this is great!!	「CLOUD！？　ね、すごいのよ！
The assistant manager just stopped	いまね、園長の使いとかいう人が来て
by and dropped off a 'buggy'!”	『バギー』置いていったの」
“Now we can go over	「これがあれば『サバク』も『川』も
deserts' and 'rivers', no problem.”	ラクラクよ」
“OK, CLOUD.	「じゃ、CLOUD。
I'll be waiting outside.”	外でまってるね」
CLOUD	CLOUD
(Hmm? The letter continues…)	（ん？　手紙に続きがある）
“P.S.	「Ｐ．Ｓ．
I recently met Sephiroth.	この間、私はセフィロスにあったぞ
I'll bet he's pretty popular	少年たちの年代では、彼のファンも
with boys your age.”	いるだろう」
“Why don't you get his autograph?	「サインでももらったらどうだ？
He was heading toward	彼は、ここから
Gongaga, south of the river.”	【南の川を越えてゴンガガエリア】
	に向かったようだぞ」
CLOUD	CLOUD
“Sephiroth…”	「セフィロス……」
Ester	エスト
“I guess this is goodbye.”	「じゃあ、お別れね」
“Yeah.	「そうだ。
Well, if you ever get your	いつか、自分のレースチョコボを
own Chocobo, come back again.”	持てるようになったら
	もう一度ここに来るといいわ」
“I'll take care of your registration	「また私が、登録とかいろんな
and everything.	ことして、あ・げ・る
I'll see you again.”	また、会いましょうね」
Received "Ramuh" Materia!	『ラムウ』のマテリアを手にいれた！
You cannot take on any more Materia.	これいじょうマテリアは持てません。
Please discard some Materia.	なにかマテリアをすててください。
