Ropeway Station	ロープウェイ乗り場
Sorry I couldn't be there to tell you this in person, but I'm a very busy man. Sincerely, Dio	これでも、多忙な身の上。手紙という形でしつれいした。ではディオちゃん　より
A gift?	プレゼント？
CLOUD, this is great!! The assistant manager just stopped by and dropped off a 'buggy'!	CLOUD！？　ね、すごいのよ！いまね、園長の使いとかいう人が来て『バギー』置いていったの
Now we can go over deserts' and 'rivers', no problem.	これがあれば『サバク』も『川』もラクラクよ
OK, CLOUD. I'll be waiting outside.	じゃ、CLOUD。外でまってるね
(Hmm? The letter continues…)	（ん？　手紙に続きがある）
P.S. I recently met Sephiroth. I'll bet he's pretty popular with boys your age.	Ｐ．Ｓ．この間、私はセフィロスにあったぞ少年たちの年代では、彼のファンもいるだろう
Why don't you get his autograph? He was heading toward Gongaga, south of the river.	サインでももらったらどうだ？彼は、ここから【南の川を越えてゴンガガエリア】に向かったようだぞ
Sephiroth…	セフィロス……
Ester	エスト
I guess this is goodbye.	じゃあ、お別れね
Yeah. Well, if you ever get your own Chocobo, come back again.	そうだ。いつか、自分のレースチョコボを持てるようになったらもう一度ここに来るといいわ
I'll take care of your registration and everything. I'll see you again.	また私が、登録とかいろんなことして、あ・げ・るまた、会いましょうね
Received "Ramuh" Materia!	『ラムウ』のマテリアを手にいれた！
You cannot take on any more Materia.	これいじょうマテリアは持てません。
Please discard some Materia.	なにかマテリアをすててください。
